"Date","Make","Quantity","Pct"
2009-02,Volkswagen,921,146
2009-02,Toyota,893,142
2009-02,Ford,527,84
2009-02,Audi,325,52
2009-02,Volvo,309,49
2009-02,Honda,303,48
2009-02,Skoda,292,46
2009-02,BMW,292,46
2009-02,Peugeot,291,46
2009-02,Opel,247,39
2009-02,Mazda,246,39
2009-02,Nissan,243,39
2009-02,Hyundai,208,33
2009-02,Mitsubishi,208,33
2009-02,Subaru,202,32
2009-02,Mercedes-Benz,140,22
2009-02,Suzuki,130,21
2009-02,Citroen,123,2
2009-02,Renault,82,13
2009-02,Saab,48,08
2009-02,Kia,46,07
2009-02,Fiat,40,06
2009-02,Lexus,40,06
2009-02,Think,29,05
2009-02,Dodge,20,03
2009-02,Chevrolet,18,03
2009-02,Land Rover,18,03
2009-02,MINI,11,02
2009-02,Jeep,6,01
2009-02,Chrysler,6,01
2009-02,Smart,5,01
2009-02,Isuzu,5,01
2009-02,Nilsson,4,01
2009-02,Jaguar,4,01
2009-02,Daihatsu,3,0
2009-02,Alfa Romeo,2,0
2009-03,Toyota,1021,134
2009-03,Volkswagen,909,12
2009-03,Ford,698,92
2009-03,Honda,454,6
2009-03,Mazda,450,59
2009-03,Opel,381,5
2009-03,Peugeot,361,47
2009-03,Skoda,337,44
2009-03,Volvo,332,44
2009-03,BMW,330,43
2009-03,Audi,323,42
2009-03,Hyundai,317,42
2009-03,Mitsubishi,276,36
2009-03,Nissan,271,36
2009-03,Mercedes-Benz,248,33
2009-03,Subaru,247,32
2009-03,Citroen,179,24
2009-03,Suzuki,120,16
2009-03,Renault,63,08
2009-03,Kia,60,08
2009-03,Fiat,46,06
2009-03,Saab,34,04
2009-03,Think,29,04
2009-03,Jeep,27,04
2009-03,Chevrolet,13,02
2009-03,Dodge,12,02
2009-03,MINI,12,02
2009-03,Land Rover,12,02
2009-03,Lexus,10,01
2009-03,Alfa Romeo,9,01
2009-03,Daihatsu,6,01
2009-03,Nilsson,4,01
2009-03,Smart,2,0
2009-03,Chrysler,2,0
2009-03,Jaguar,2,0
2009-03,Porsche,2,0
2009-03,Morgan,1,0
2009-03,Cadillac,1,0
2009-04,Volkswagen,1207,161
2009-04,Toyota,993,132
2009-04,Ford,608,81
2009-04,Peugeot,479,64
2009-04,Volvo,434,58
2009-04,Skoda,406,54
2009-04,Audi,389,52
2009-04,Opel,370,49
2009-04,Honda,328,44
2009-04,BMW,278,37
2009-04,Nissan,266,35
2009-04,Hyundai,244,33
2009-04,Mercedes-Benz,215,29
2009-04,Mazda,214,29
2009-04,Subaru,190,25
2009-04,Citroen,180,24
2009-04,Mitsubishi,170,23
2009-04,Suzuki,164,22
2009-04,Renault,89,12
2009-04,Fiat,49,07
2009-04,Kia,34,05
2009-04,Saab,32,04
2009-04,MINI,30,04
2009-04,Dodge,27,04
2009-04,Chevrolet,18,02
2009-04,Think,14,02
2009-04,Jeep,14,02
2009-04,Land Rover,14,02
2009-04,Lexus,11,01
2009-04,Jaguar,11,01
2009-04,Smart,10,01
2009-04,Daihatsu,4,01
2009-04,Alfa Romeo,3,0
2009-04,Morgan,3,0
2009-04,Chrysler,2,0
2009-04,Nilsson,1,0
2009-04,Porsche,1,0
2009-04,Cadillac,1,0
2009-04,Ssangyong,1,0
2009-05,Volkswagen,1094,147
2009-05,Toyota,1056,142
2009-05,Ford,661,89
2009-05,Opel,426,57
2009-05,Skoda,425,57
2009-05,Audi,416,56
2009-05,BMW,389,52
2009-05,Volvo,379,51
2009-05,Peugeot,339,46
2009-05,Mercedes-Benz,279,38
2009-05,Honda,271,37
2009-05,Hyundai,257,35
2009-05,Nissan,235,32
2009-05,Subaru,218,29
2009-05,Citroen,171,23
2009-05,Mazda,142,19
2009-05,Mitsubishi,138,19
2009-05,Suzuki,124,17
2009-05,Fiat,116,16
2009-05,Renault,56,08
2009-05,Kia,47,06
2009-05,Saab,42,06
2009-05,MINI,29,04
2009-05,Dodge,23,03
2009-05,Chevrolet,20,03
2009-05,Jeep,15,02
2009-05,Lexus,13,02
2009-05,Smart,8,01
2009-05,Land Rover,7,01
2009-05,Alfa Romeo,7,01
2009-05,Porsche,6,01
2009-05,Nilsson,3,0
2009-05,Daihatsu,2,0
2009-05,Jaguar,2,0
2009-05,Chrysler,2,0
2009-05,Think,1,0
2009-05,Isuzu,1,0
2009-05,Ssangyong,1,0
2009-06,Volkswagen,965,127
2009-06,Toyota,888,117
2009-06,Ford,845,111
2009-06,Volvo,590,78
2009-06,Audi,488,64
2009-06,Opel,432,57
2009-06,BMW,383,51
2009-06,Mercedes-Benz,322,42
2009-06,Mazda,314,41
2009-06,Peugeot,308,41
2009-06,Skoda,280,37
2009-06,Nissan,267,35
2009-06,Hyundai,257,34
2009-06,Subaru,229,3
2009-06,Honda,226,3
2009-06,Citroen,172,23
2009-06,Mitsubishi,147,19
2009-06,Suzuki,119,16
2009-06,Fiat,83,11
2009-06,Renault,61,08
2009-06,Kia,51,07
2009-06,Saab,30,04
2009-06,MINI,25,03
2009-06,Dodge,24,03
2009-06,Chevrolet,15,02
2009-06,Jeep,9,01
2009-06,Alfa Romeo,7,01
2009-06,Jaguar,7,01
2009-06,Lexus,6,01
2009-06,Smart,6,01
2009-06,Nilsson,6,01
2009-06,Chrysler,5,01
2009-06,Porsche,5,01
2009-06,Daihatsu,4,01
2009-06,Think,2,0
2009-06,Land Rover,2,0
2009-06,Ferrari,1,0
2009-07,Volkswagen,1356,144
2009-07,Toyota,1353,144
2009-07,Volvo,900,96
2009-07,Ford,824,88
2009-07,Audi,593,63
2009-07,Opel,424,45
2009-07,Mercedes-Benz,414,44
2009-07,Nissan,413,44
2009-07,Peugeot,408,43
2009-07,BMW,378,4
2009-07,Hyundai,360,38
2009-07,Honda,327,35
2009-07,Skoda,313,33
2009-07,Mazda,238,25
2009-07,Mitsubishi,193,21
2009-07,Suzuki,171,18
2009-07,Subaru,158,17
2009-07,Citroen,150,16
2009-07,Fiat,121,13
2009-07,Kia,65,07
2009-07,MINI,46,05
2009-07,Renault,35,04
2009-07,Saab,33,04
2009-07,Chevrolet,25,03
2009-07,Dodge,24,03
2009-07,Lexus,12,01
2009-07,Smart,12,01
2009-07,Jeep,11,01
2009-07,Land Rover,8,01
2009-07,Jaguar,7,01
2009-07,Think,6,01
2009-07,Alfa Romeo,5,01
2009-07,Daihatsu,3,0
2009-07,Porsche,3,0
2009-07,Morgan,2,0
2009-07,Chrysler,1,0
2009-07,Isuzu,1,0
2009-07,Ferrari,1,0
2009-08,Toyota,1482,186
2009-08,Volkswagen,1174,147
2009-08,Ford,552,69
2009-08,Audi,513,64
2009-08,Nissan,413,52
2009-08,BMW,377,47
2009-08,Mercedes-Benz,364,46
2009-08,Peugeot,359,45
2009-08,Volvo,321,4
2009-08,Hyundai,303,38
2009-08,Skoda,302,38
2009-08,Mitsubishi,277,35
2009-08,Opel,264,33
2009-08,Mazda,225,28
2009-08,Honda,215,27
2009-08,Citroen,189,24
2009-08,Subaru,147,18
2009-08,Suzuki,137,17
2009-08,Fiat,97,12
2009-08,Kia,50,06
2009-08,Renault,43,05
2009-08,Lexus,26,03
2009-08,Saab,24,03
2009-08,MINI,24,03
2009-08,Chevrolet,21,03
2009-08,Dodge,15,02
2009-08,Jeep,13,02
2009-08,Think,8,01
2009-08,Land Rover,8,01
2009-08,Alfa Romeo,7,01
2009-08,Smart,6,01
2009-08,Porsche,4,01
2009-08,Jaguar,2,0
2009-08,Daihatsu,2,0
2009-08,Ferrari,2,0
2009-08,Chrysler,1,0
2009-09,Toyota,1697,178
2009-09,Volkswagen,1358,142
2009-09,Ford,956,10
2009-09,Volvo,767,8
2009-09,BMW,447,47
2009-09,Audi,422,44
2009-09,Nissan,406,43
2009-09,Mercedes-Benz,372,39
2009-09,Peugeot,370,39
2009-09,Skoda,342,36
2009-09,Mazda,337,35
2009-09,Opel,284,3
2009-09,Hyundai,283,3
2009-09,Mitsubishi,273,29
2009-09,Subaru,266,28
2009-09,Honda,227,24
2009-09,Suzuki,219,23
2009-09,Fiat,134,14
2009-09,Citroen,119,12
2009-09,Renault,45,05
2009-09,Kia,41,04
2009-09,MINI,33,03
2009-09,Dodge,26,03
2009-09,Saab,21,02
2009-09,Chevrolet,14,01
2009-09,Jeep,13,01
2009-09,Lexus,12,01
2009-09,Land Rover,11,01
2009-09,Smart,9,01
2009-09,Jaguar,7,01
2009-09,Porsche,5,01
2009-09,NA,4,0
2009-09,Daihatsu,3,0
2009-09,Chrysler,3,0
2009-09,Alfa Romeo,1,0
2009-09,Nilsson,1,0
2009-09,Ssangyong,1,0
2009-09,Seat,1,0
2009-10,Toyota,1709,168
2009-10,Volkswagen,1458,143
2009-10,Ford,1045,103
2009-10,Volvo,765,75
2009-10,Peugeot,590,58
2009-10,Audi,510,5
2009-10,Skoda,463,45
2009-10,BMW,450,44
2009-10,Mercedes-Benz,434,43
2009-10,Nissan,399,39
2009-10,Opel,360,35
2009-10,Hyundai,354,35
2009-10,Honda,282,28
2009-10,Subaru,221,22
2009-10,Citroen,203,2
2009-10,Mazda,196,19
2009-10,Suzuki,155,15
2009-10,Mitsubishi,127,12
2009-10,Kia,104,1
2009-10,Fiat,103,1
2009-10,Renault,68,07
2009-10,Saab,62,06
2009-10,MINI,33,03
2009-10,Jeep,17,02
2009-10,Dodge,15,01
2009-10,Lexus,15,01
2009-10,Chevrolet,10,01
2009-10,Jaguar,7,01
2009-10,Land Rover,6,01
2009-10,Porsche,5,0
2009-10,Daihatsu,4,0
2009-10,NA,4,0
2009-10,Tesla,4,0
2009-10,Smart,3,0
2009-10,Lancia,2,0
2009-10,Chrysler,1,0
2009-10,Ssangyong,1,0
2009-10,Cadillac,1,0
2009-10,Iveco,1,0
2009-11,Volkswagen,1529,159
2009-11,Toyota,1450,151
2009-11,Ford,1142,119
2009-11,Volvo,956,10
2009-11,Audi,549,57
2009-11,BMW,424,44
2009-11,Skoda,408,43
2009-11,Peugeot,403,42
2009-11,Nissan,373,39
2009-11,Mercedes-Benz,352,37
2009-11,Subaru,291,3
2009-11,Opel,245,26
2009-11,Mazda,227,24
2009-11,Hyundai,218,23
2009-11,Mitsubishi,213,22
2009-11,Suzuki,174,18
2009-11,Citroen,162,17
2009-11,Honda,114,12
2009-11,Fiat,98,1
2009-11,Kia,59,06
2009-11,Renault,56,06
2009-11,Saab,32,03
2009-11,Chevrolet,25,03
2009-11,MINI,21,02
2009-11,Dodge,17,02
2009-11,Lexus,16,02
2009-11,Jeep,13,01
2009-11,Jaguar,13,01
2009-11,Land Rover,9,01
2009-11,Porsche,5,01
2009-11,Alfa Romeo,4,0
2009-11,Smart,2,0
2009-12,Volkswagen,1571,153
2009-12,Ford,1413,138
2009-12,Volvo,1217,119
2009-12,Toyota,1117,109
2009-12,Audi,677,66
2009-12,BMW,551,54
2009-12,Mercedes-Benz,493,48
2009-12,Skoda,446,44
2009-12,Mitsubishi,394,38
2009-12,Subaru,335,33
2009-12,Nissan,296,29
2009-12,Opel,256,25
2009-12,Mazda,252,25
2009-12,Citroen,235,23
2009-12,Suzuki,180,18
2009-12,Honda,174,17
2009-12,Peugeot,173,17
2009-12,Hyundai,136,13
2009-12,Renault,53,05
2009-12,Fiat,48,05
2009-12,Kia,43,04
2009-12,Chevrolet,39,04
2009-12,Land Rover,28,03
2009-12,Saab,26,03
2009-12,Dodge,23,02
2009-12,MINI,20,02
2009-12,Jeep,15,01
2009-12,Jaguar,10,01
2009-12,Porsche,9,01
2009-12,Chrysler,5,0
2009-12,Lexus,4,0
2009-12,Think,4,0
2009-12,Ssangyong,3,0
2009-12,Smart,2,0
2009-12,Tesla,1,0
2009-12,Lancia,1,0
2010-01,Toyota,1894,195
2010-01,Volkswagen,1524,157
2010-01,Ford,849,88
2010-01,Peugeot,842,87
2010-01,Volvo,652,67
2010-01,Skoda,442,46
2010-01,Audi,432,45
2010-01,Nissan,342,35
2010-01,Mercedes-Benz,328,34
2010-01,Opel,315,32
2010-01,Suzuki,303,31
2010-01,BMW,260,27
2010-01,Hyundai,242,25
2010-01,Citroen,206,21
2010-01,Mazda,187,19
2010-01,Subaru,161,17
2010-01,Honda,127,13
2010-01,Mitsubishi,126,13
2010-01,Fiat,107,11
2010-01,Kia,94,1
2010-01,Renault,88,09
2010-01,Alfa Romeo,63,06
2010-01,Lexus,29,03
2010-01,MINI,22,02
2010-01,Saab,20,02
2010-01,Dodge,15,02
2010-01,Chevrolet,6,01
2010-01,Jaguar,5,01
2010-01,Jeep,4,0
2010-01,Land Rover,3,0
2010-01,Smart,3,0
2010-01,Daihatsu,2,0
2010-01,Cadillac,1,0
2010-01,Chrysler,1,0
2010-01,Lancia,1,0
2010-01,Porsche,1,0
2010-02,Volkswagen,1411,155
2010-02,Toyota,1287,142
2010-02,Volvo,842,93
2010-02,Ford,602,66
2010-02,Skoda,554,61
2010-02,Peugeot,500,55
2010-02,BMW,416,46
2010-02,Audi,411,45
2010-02,Mercedes-Benz,342,38
2010-02,Nissan,332,37
2010-02,Mitsubishi,308,34
2010-02,Opel,283,31
2010-02,Suzuki,264,29
2010-02,Hyundai,263,29
2010-02,Subaru,244,27
2010-02,Honda,200,22
2010-02,Citroen,196,22
2010-02,Mazda,193,21
2010-02,Fiat,116,13
2010-02,Kia,96,11
2010-02,Renault,67,07
2010-02,Alfa Romeo,49,05
2010-02,MINI,32,04
2010-02,Saab,23,03
2010-02,Dodge,15,02
2010-02,Lexus,10,01
2010-02,Land Rover,8,01
2010-02,Daihatsu,7,01
2010-02,Jaguar,5,01
2010-02,Jeep,5,01
2010-02,Smart,5,01
2010-02,Porsche,4,0
2010-02,Chevrolet,2,0
2010-02,Iveco,1,0
2010-02,Think,1,0
2010-03,Volkswagen,1585,138
2010-03,Toyota,1474,128
2010-03,Ford,989,86
2010-03,Volvo,936,81
2010-03,Peugeot,704,61
2010-03,Audi,587,51
2010-03,Skoda,566,49
2010-03,Opel,501,44
2010-03,Hyundai,493,43
2010-03,Nissan,476,41
2010-03,BMW,453,39
2010-03,Mazda,423,37
2010-03,Mercedes-Benz,361,31
2010-03,Mitsubishi,336,29
2010-03,Citroen,287,25
2010-03,Subaru,270,24
2010-03,Honda,260,23
2010-03,Suzuki,195,17
2010-03,Fiat,161,14
2010-03,Kia,153,13
2010-03,Renault,67,06
2010-03,MINI,49,04
2010-03,Alfa Romeo,47,04
2010-03,Think,39,03
2010-03,Lexus,17,01
2010-03,Saab,14,01
2010-03,Daihatsu,11,01
2010-03,Land Rover,9,01
2010-03,Dodge,7,01
2010-03,Porsche,6,01
2010-03,Jeep,3,0
2010-03,Chevrolet,2,0
2010-03,Smart,1,0
2010-03,Cadillac,1,0
2010-03,Morgan,1,0
2010-03,Tata,1,0
2010-03,Tesla,1,0
2010-04,Volkswagen,1906,179
2010-04,Toyota,1280,12
2010-04,Volvo,868,81
2010-04,Audi,774,72
2010-04,Peugeot,628,59
2010-04,Skoda,612,57
2010-04,Ford,567,53
2010-04,Nissan,471,44
2010-04,BMW,413,39
2010-04,Opel,404,38
2010-04,Hyundai,365,34
2010-04,Mitsubishi,356,33
2010-04,Mercedes-Benz,347,32
2010-04,Suzuki,278,26
2010-04,Subaru,275,26
2010-04,Honda,233,22
2010-04,Citroen,218,2
2010-04,Mazda,212,2
2010-04,Kia,117,11
2010-04,Renault,92,09
2010-04,Fiat,84,08
2010-04,Think,40,04
2010-04,MINI,27,03
2010-04,Lexus,24,02
2010-04,Saab,17,02
2010-04,Alfa Romeo,15,01
2010-04,Daihatsu,12,01
2010-04,Land Rover,12,01
2010-04,Dodge,8,01
2010-04,Morgan,4,0
2010-04,Jeep,3,0
2010-04,Porsche,3,0
2010-04,Chevrolet,3,0
2010-04,Jaguar,3,0
2010-04,Tesla,2,0
2010-04,Ssangyong,2,0
2010-04,Cadillac,1,0
2010-04,Chrysler,1,0
2010-05,Volkswagen,1591,161
2010-05,Toyota,1213,123
2010-05,Ford,844,85
2010-05,Volvo,728,74
2010-05,Audi,617,62
2010-05,Peugeot,506,51
2010-05,Skoda,500,51
2010-05,BMW,489,49
2010-05,Nissan,440,44
2010-05,Mercedes-Benz,373,38
2010-05,Opel,342,35
2010-05,Mitsubishi,320,32
2010-05,Hyundai,304,31
2010-05,Mazda,267,27
2010-05,Citroen,240,24
2010-05,Suzuki,214,22
2010-05,Subaru,211,21
2010-05,Honda,168,17
2010-05,Kia,150,15
2010-05,Fiat,141,14
2010-05,Renault,65,07
2010-05,Think,40,04
2010-05,MINI,35,04
2010-05,Lexus,20,02
2010-05,Alfa Romeo,19,02
2010-05,Saab,14,01
2010-05,Land Rover,7,01
2010-05,Smart,7,01
2010-05,Dodge,5,01
2010-05,Daihatsu,5,01
2010-05,Porsche,5,01
2010-05,Jaguar,5,01
2010-05,Chrysler,4,0
2010-05,Aston Martin,3,0
2010-05,Chevrolet,2,0
2010-05,Morgan,1,0
2010-05,Ferrari,1,0
2010-06,Toyota,1488,134
2010-06,Volkswagen,1425,128
2010-06,Ford,1241,112
2010-06,Volvo,882,79
2010-06,Audi,535,48
2010-06,Skoda,534,48
2010-06,Peugeot,528,47
2010-06,BMW,515,46
2010-06,Opel,488,44
2010-06,Nissan,479,43
2010-06,Hyundai,464,42
2010-06,Citroen,407,37
2010-06,Mercedes-Benz,356,32
2010-06,Mitsubishi,325,29
2010-06,Honda,290,26
2010-06,Subaru,253,23
2010-06,Mazda,198,18
2010-06,Suzuki,178,16
2010-06,Kia,140,13
2010-06,Fiat,102,09
2010-06,Renault,73,07
2010-06,MINI,34,03
2010-06,Alfa Romeo,26,02
2010-06,Porsche,22,02
2010-06,Lexus,20,02
2010-06,Saab,19,02
2010-06,Land Rover,18,02
2010-06,Iveco,15,01
2010-06,Think,13,01
2010-06,Jaguar,12,01
2010-06,Daihatsu,8,01
2010-06,Smart,8,01
2010-06,Dodge,7,01
2010-06,Morgan,4,0
2010-06,Tesla,4,0
2010-06,Chevrolet,3,0
2010-06,Aston Martin,3,0
2010-06,Bentley,1,0
2010-06,Chevrolet US,1,0
2010-07,Volkswagen,1916,167
2010-07,Toyota,1694,147
2010-07,Volvo,1018,88
2010-07,Ford,1013,88
2010-07,Audi,659,57
2010-07,Peugeot,635,55
2010-07,Skoda,622,54
2010-07,Hyundai,472,41
2010-07,BMW,442,38
2010-07,Nissan,410,36
2010-07,Mercedes-Benz,372,32
2010-07,Opel,341,3
2010-07,Mitsubishi,297,26
2010-07,Subaru,279,24
2010-07,Citroen,251,22
2010-07,Suzuki,248,22
2010-07,Mazda,205,18
2010-07,Kia,153,13
2010-07,Honda,140,12
2010-07,Fiat,89,08
2010-07,Renault,59,05
2010-07,Alfa Romeo,56,05
2010-07,Saab,34,03
2010-07,MINI,19,02
2010-07,Porsche,16,01
2010-07,Think,11,01
2010-07,Lexus,11,01
2010-07,Smart,11,01
2010-07,Dodge,7,01
2010-07,Land Rover,7,01
2010-07,Daihatsu,6,01
2010-07,Jaguar,5,0
2010-07,Iveco,5,0
2010-07,Chevrolet,1,0
2010-07,Aston Martin,1,0
2010-07,Chrysler,1,0
2010-07,Isuzu,1,0
2010-08,Toyota,1529,147
2010-08,Volkswagen,1458,14
2010-08,Ford,1102,106
2010-08,Peugeot,597,57
2010-08,Audi,560,54
2010-08,Volvo,530,51
2010-08,Skoda,507,49
2010-08,BMW,447,43
2010-08,Mercedes-Benz,389,37
2010-08,Mitsubishi,387,37
2010-08,Citroen,384,37
2010-08,Opel,380,36
2010-08,Nissan,365,35
2010-08,Hyundai,319,31
2010-08,Subaru,293,28
2010-08,Honda,257,25
2010-08,Suzuki,187,18
2010-08,Mazda,184,18
2010-08,Kia,155,15
2010-08,Fiat,124,12
2010-08,Think,54,05
2010-08,Renault,33,03
2010-08,Saab,33,03
2010-08,Alfa Romeo,25,02
2010-08,MINI,25,02
2010-08,Porsche,21,02
2010-08,Lexus,20,02
2010-08,Smart,13,01
2010-08,Land Rover,7,01
2010-08,Dodge,6,01
2010-08,Daihatsu,6,01
2010-08,Jaguar,6,01
2010-08,Jeep,5,0
2010-08,Morgan,2,0
2010-08,Iveco,1,0
2010-08,Chrysler,1,0
2010-08,Tesla,1,0
2010-08,Chevrolet US,1,0
2010-09,Volkswagen,1575,141
2010-09,Toyota,1461,131
2010-09,Ford,1190,107
2010-09,Volvo,827,74
2010-09,Peugeot,690,62
2010-09,Mitsubishi,681,61
2010-09,Skoda,559,5
2010-09,BMW,556,5
2010-09,Audi,467,42
2010-09,Nissan,441,4
2010-09,Mercedes-Benz,403,36
2010-09,Hyundai,338,3
2010-09,Subaru,338,3
2010-09,Mazda,280,25
2010-09,Citroen,268,24
2010-09,Opel,260,23
2010-09,Suzuki,200,18
2010-09,Honda,198,18
2010-09,Kia,123,11
2010-09,Fiat,77,07
2010-09,Think,48,04
2010-09,MINI,36,03
2010-09,Saab,23,02
2010-09,Porsche,23,02
2010-09,Alfa Romeo,17,02
2010-09,Renault,12,01
2010-09,Daihatsu,11,01
2010-09,Smart,10,01
2010-09,Lexus,9,01
2010-09,Land Rover,7,01
2010-09,Jaguar,2,0
2010-09,Chrysler,2,0
2010-09,Dodge,1,0
2010-09,Jeep,1,0
2010-09,Chevrolet,1,0
2010-09,Tesla,1,0
2010-09,Lancia,1,0
2010-10,Volkswagen,1659,155
2010-10,Toyota,1379,129
2010-10,Volvo,922,86
2010-10,Ford,887,83
2010-10,Peugeot,638,6
2010-10,Skoda,603,56
2010-10,Audi,526,49
2010-10,BMW,517,48
2010-10,Nissan,475,44
2010-10,Mitsubishi,465,44
2010-10,Mercedes-Benz,380,36
2010-10,Citroen,337,32
2010-10,Hyundai,312,29
2010-10,Opel,309,29
2010-10,Subaru,249,23
2010-10,Mazda,216,2
2010-10,Suzuki,205,19
2010-10,Honda,143,13
2010-10,Kia,123,12
2010-10,Fiat,110,1
2010-10,Saab,47,04
2010-10,Renault,45,04
2010-10,Think,38,04
2010-10,MINI,31,03
2010-10,Alfa Romeo,18,02
2010-10,Porsche,14,01
2010-10,Smart,13,01
2010-10,Jaguar,6,01
2010-10,Daihatsu,5,0
2010-10,Lexus,3,0
2010-10,Land Rover,3,0
2010-10,Tesla,2,0
2010-10,Dodge,1,0
2010-10,Jeep,1,0
2010-10,Isuzu,1,0
2010-11,Volkswagen,1824,153
2010-11,Toyota,1511,127
2010-11,Ford,1331,112
2010-11,Volvo,939,79
2010-11,Skoda,666,56
2010-11,BMW,647,54
2010-11,Audi,560,47
2010-11,Mitsubishi,548,46
2010-11,Peugeot,496,42
2010-11,Nissan,481,4
2010-11,Mercedes-Benz,448,38
2010-11,Hyundai,376,32
2010-11,Subaru,318,27
2010-11,Opel,315,26
2010-11,Citroen,304,26
2010-11,Honda,254,21
2010-11,Mazda,212,18
2010-11,Suzuki,195,16
2010-11,Kia,124,1
2010-11,Saab,70,06
2010-11,Fiat,63,05
2010-11,Renault,53,04
2010-11,MINI,47,04
2010-11,Think,29,02
2010-11,Alfa Romeo,23,02
2010-11,Porsche,18,02
2010-11,Smart,17,01
2010-11,Lexus,9,01
2010-11,Iveco,8,01
2010-11,Daihatsu,7,01
2010-11,Jaguar,5,0
2010-11,Land Rover,4,0
2010-11,Chevrolet,1,0
2010-11,Tesla,1,0
2010-11,Isuzu,1,0
2010-11,Ssangyong,1,0
2010-11,Ferrari,1,0
2010-11,Nilsson,1,0
2010-12,Volvo,1314,13
2010-12,Volkswagen,1298,128
2010-12,Ford,1226,121
2010-12,Toyota,668,66
2010-12,Skoda,590,58
2010-12,Audi,526,52
2010-12,Mitsubishi,525,52
2010-12,BMW,502,5
2010-12,Mercedes-Benz,463,46
2010-12,Peugeot,398,39
2010-12,Nissan,316,31
2010-12,Citroen,315,31
2010-12,Honda,301,3
2010-12,Hyundai,276,27
2010-12,Subaru,246,24
2010-12,Opel,242,24
2010-12,Mazda,221,22
2010-12,Suzuki,220,22
2010-12,Fiat,93,09
2010-12,Kia,79,08
2010-12,Saab,76,07
2010-12,Renault,53,05
2010-12,Alfa Romeo,49,05
2010-12,MINI,41,04
2010-12,Porsche,25,02
2010-12,Land Rover,19,02
2010-12,Think,18,02
2010-12,Smart,10,01
2010-12,Lexus,7,01
2010-12,Daihatsu,7,01
2010-12,Jaguar,5,0
2010-12,Jeep,2,0
2010-12,Tesla,2,0
2010-12,Ssangyong,2,0
2010-12,Chevrolet,1,0
2011-01,Volkswagen,1665,161
2011-01,Toyota,1557,15
2011-01,Ford,840,81
2011-01,Volvo,656,63
2011-01,Peugeot,548,53
2011-01,Skoda,516,5
2011-01,Nissan,509,49
2011-01,BMW,463,45
2011-01,Suzuki,424,41
2011-01,Audi,421,41
2011-01,Mitsubishi,409,39
2011-01,Hyundai,383,37
2011-01,Opel,375,36
2011-01,Mercedes-Benz,361,35
2011-01,Citroen,291,28
2011-01,Subaru,194,19
2011-01,Honda,164,16
2011-01,Kia,146,14
2011-01,Mazda,132,13
2011-01,Alfa Romeo,62,06
2011-01,Renault,62,06
2011-01,MINI,49,05
2011-01,Fiat,39,04
2011-01,Saab,34,03
2011-01,Lexus,17,02
2011-01,Porsche,15,01
2011-01,Think,12,01
2011-01,Smart,11,01
2011-01,Daihatsu,6,01
2011-01,Jaguar,3,0
2011-01,Chrysler,2,0
2011-01,Nilsson,2,0
2011-01,Chevrolet,1,0
2011-01,Jeep,1,0
2011-01,Land Rover,1,0
2011-01,Tesla,1,0
2011-02,Volkswagen,1501,142
2011-02,Toyota,1270,12
2011-02,Ford,997,95
2011-02,Volvo,932,88
2011-02,Audi,633,6
2011-02,Skoda,601,57
2011-02,Mitsubishi,488,46
2011-02,BMW,483,46
2011-02,Nissan,481,46
2011-02,Peugeot,463,44
2011-02,Hyundai,401,38
2011-02,Opel,367,35
2011-02,Mercedes-Benz,342,32
2011-02,Suzuki,254,24
2011-02,Citroen,252,24
2011-02,Subaru,237,22
2011-02,Kia,192,18
2011-02,Mazda,175,17
2011-02,Honda,146,14
2011-02,Fiat,63,06
2011-02,Saab,58,06
2011-02,MINI,45,04
2011-02,Think,39,04
2011-02,Alfa Romeo,38,04
2011-02,Renault,33,03
2011-02,Porsche,13,01
2011-02,Smart,12,01
2011-02,Daihatsu,7,01
2011-02,Nilsson,5,0
2011-02,Lexus,4,0
2011-02,Jaguar,4,0
2011-02,Land Rover,3,0
2011-02,Chevrolet,2,0
2011-02,Chrysler,1,0
2011-02,Tesla,1,0
2011-03,Volkswagen,1908,148
2011-03,Toyota,1604,124
2011-03,Ford,1105,86
2011-03,Volvo,1104,86
2011-03,Mitsubishi,872,68
2011-03,Peugeot,701,54
2011-03,Audi,676,52
2011-03,Skoda,546,42
2011-03,BMW,540,42
2011-03,Opel,526,41
2011-03,Nissan,525,41
2011-03,Hyundai,508,39
2011-03,Subaru,334,26
2011-03,Suzuki,318,25
2011-03,Citroen,316,24
2011-03,Mercedes-Benz,311,24
2011-03,Honda,265,21
2011-03,Kia,184,14
2011-03,Mazda,122,09
2011-03,Saab,76,06
2011-03,Lexus,73,06
2011-03,Renault,67,05
2011-03,Alfa Romeo,53,04
2011-03,Fiat,52,04
2011-03,MINI,51,04
2011-03,Think,14,01
2011-03,Porsche,10,01
2011-03,Smart,9,01
2011-03,Daihatsu,7,01
2011-03,Land Rover,7,01
2011-03,Jaguar,6,0
2011-03,Tesla,5,0
2011-03,Isuzu,2,0
2011-03,Nilsson,1,0
2011-03,Chevrolet,1,0
2011-03,Aston Martin,1,0
2011-03,Ssangyong,1,0
2011-04,Volkswagen,1845,163
2011-04,Toyota,1253,111
2011-04,Mitsubishi,987,87
2011-04,Volvo,878,77
2011-04,Ford,835,74
2011-04,Audi,653,58
2011-04,Skoda,653,58
2011-04,Peugeot,595,53
2011-04,BMW,521,46
2011-04,Nissan,467,41
2011-04,Opel,407,36
